Date,Place,YGroup,Temp
2020-07-20T20:27:30Z,Skjern Å - Laksens hus,2022,18.9
2020-07-20T21:27:30Z,Skjern Å - Laksens hus,2022,18.8
2020-07-20T22:27:30Z,Skjern Å - Laksens hus,2022,18.6
2020-07-20T23:27:30Z,Skjern Å - Laksens hus,2022,18.5
2020-07-21T00:27:30Z,Skjern Å - Laksens hus,2022,18.3
2020-07-21T01:27:30Z,Skjern Å - Laksens hus,2022,18.2
2020-07-21T02:27:30Z,Skjern Å - Laksens hus,2022,18.1
2020-07-21T03:27:30Z,Skjern Å - Laksens hus,2022,17.9
2020-07-21T04:27:30Z,Skjern Å - Laksens hus,2022,17.8
2020-07-21T05:27:30Z,Skjern Å - Laksens hus,2022,17.7
2020-07-21T06:27:30Z,Skjern Å - Laksens hus,2022,17.6
2020-07-21T07:27:30Z,Skjern Å - Laksens hus,2022,17.6
2020-07-21T08:27:30Z,Skjern Å - Laksens hus,2022,17.5
2020-07-21T09:27:30Z,Skjern Å - Laksens hus,2022,17.5
2020-07-21T10:27:30Z,Skjern Å - Laksens hus,2022,17.6
2020-07-21T11:27:30Z,Skjern Å - Laksens hus,2022,17.6
2020-07-21T12:27:30Z,Skjern Å - Laksens hus,2022,17.6
2020-07-21T13:27:30Z,Skjern Å - Laksens hus,2022,17.5
2020-07-21T14:27:30Z,Skjern Å - Laksens hus,2022,17.5
2020-07-21T15:27:30Z,Skjern Å - Laksens hus,2022,17.4
2020-07-21T16:27:30Z,Skjern Å - Laksens hus,2022,17.4
2020-07-21T17:27:30Z,Skjern Å - Laksens hus,2022,17.3
2020-07-21T18:27:30Z,Skjern Å - Laksens hus,2022,17.2
2020-07-21T19:27:30Z,Skjern Å - Laksens hus,2022,17
2020-07-21T20:27:30Z,Skjern Å - Laksens hus,2022,16.9
2020-07-21T21:27:30Z,Skjern Å - Laksens hus,2022,16.8
2020-07-21T22:27:30Z,Skjern Å - Laksens hus,2022,16.7
2020-07-21T23:27:30Z,Skjern Å - Laksens hus,2022,16.5
2020-07-06T00:27:30Z,Skjern Å - Laksens hus,2023,13.4
2020-07-06T01:27:30Z,Skjern Å - Laksens hus,2023,13.3
2020-07-06T02:27:30Z,Skjern Å - Laksens hus,2023,13.2
2020-07-06T03:27:30Z,Skjern Å - Laksens hus,2023,13.1
